Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mexico,MEX,1185.040368,1800.467938,2018.827401,2216.906101,2253.514425,2144.088926,2157.323949,2516.421264,2653.520541,2790.619818,2927.719094,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Moldova,MDA,3235.38961,1638.095699,1722.886713,1470.230501,1514.530474,1352.792108,1386.234439,856.24723,630.3033395,404.359449,178.4155585,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mongolia,MNG,1489.369982,1053.633534,1488.659861,1495.833397,1588.133815,1893.960425,2006.388881,2049.594904,2168.565777,2287.536649,2406.507522,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Montenegro,MNE,..,..,5419.51607,5741.203943,5415.717989,4574.964545,4612.34139,..,..,4318.57216,4040.513284,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Morocco,MAR,359.1661251,490.0381087,775.9545544,825.8228257,876.8452391,881.4293095,904.4421548,1090.45707,1180.439255,1270.42144,1360.403625,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mozambique,MOZ,42.19509348,125.6215656,453.3058435,454.3671693,459.967096,451.0435443,478.9211723,633.3007044,703.5751132,773.849522,844.1239308,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Myanmar,MMR,44.10284804,75.25733095,124.3062909,154.3813504,156.0090076,185.3721437,215.2988954,245.7497645,273.0897818,300.4297991,327.7698164,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Namibia,NAM,..,1052.062025,1586.219851,1610.793522,1660.755683,1692.403437,1652.569026,..,1879.57205,1975.887705,2072.20336,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nepal,NPL,35.17499002,58.81097409,102.5424152,115.8222472,120.8972465,136.6376716,146.4678648,174.8914657,193.0302818,211.1690979,229.307914,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Netherlands,NLD,5218.202041,6507.105925,7006.273821,7060.053768,6876.589753,6833.911435,6712.774758,7317.508086,7496.352554,7675.197022,7854.04149,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
