Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"International tourism, number of arrivals",ST.INT.ARVL,Latvia,LVA,..,509000,1373000,1493000,1435000,1536000,1843000,2024000,1793000,1949000,1946000,..
"International tourism, number of arrivals",ST.INT.ARVL,Lebanon,LBN,..,742000,2168000,1655000,1366000,1274000,1355000,1518000,1688000,1857000,1964000,..
"International tourism, number of arrivals",ST.INT.ARVL,Lesotho,LSO,..,302000,426000,398000,423000,433000,1079000,1082000,1196000,1137000,1173000,..
"International tourism, number of arrivals",ST.INT.ARVL,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Libya,LBY,..,174000,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Liechtenstein,LIE,..,..,64300,67000,62400,59600,61300,56700,69100,79300,85300,..
"International tourism, number of arrivals",ST.INT.ARVL,Lithuania,LTU,..,1083000,1507000,1775000,1900000,2012000,2063000,2071000,2296000,2523000,2825000,..
"International tourism, number of arrivals",ST.INT.ARVL,Luxembourg,LUX,..,852000,805000,874000,950000,945000,1038000,1090000,1054000,1046000,1018000,..
"International tourism, number of arrivals",ST.INT.ARVL,"Macao SAR, China",MAC,..,5197000,11926000,12925000,13577000,14268000,14566000,14308000,15703600,17255000,18493000,..
"International tourism, number of arrivals",ST.INT.ARVL,Madagascar,MDG,..,160000,196000,225000,256000,196000,222000,244000,293000,255000,291000,..
"International tourism, number of arrivals",ST.INT.ARVL,Malawi,MWI,..,228000,746000,767000,770000,795000,819000,805000,849000,837000,871000,..
"International tourism, number of arrivals",ST.INT.ARVL,Malaysia,MYS,..,10222000,24577000,24714000,25033000,25715000,27437000,25721000,26757000,25948000,25832000,..
